x,E,N,z,base_h,base_z
34.13818575,254994.3007,4208456.206,3785.340088,28.55901408,3756.781074
34.16880028,254994.2733,4208456.219,3785.343994,28.54494584,3756.799048
34.19941481,254994.2459,4208456.233,3785.3479,28.5308776,3756.817022
34.23002933,254994.2186,4208456.247,3785.352051,28.51680936,3756.835242
34.26064386,254994.1912,4208456.26,3785.356445,28.50274112,3756.853704
34.29125839,254994.1638,4208456.274,3785.359619,28.48867287,3756.870946
34.32187292,254994.1364,4208456.288,3785.36377,28.47460463,3756.889165
34.35248744,254994.109,4208456.302,3785.367188,28.46053639,3756.906652
34.38310197,254994.0816,4208456.315,3785.37085,28.44646815,3756.924382
34.4137165,254994.0543,4208456.329,3785.373535,28.43239991,3756.941135
34.44433102,254994.0269,4208456.343,3785.377197,28.41833167,3756.958865
34.47494555,254993.9995,4208456.356,3785.379395,28.40426343,3756.975132
34.50556008,254993.9721,4208456.37,3785.382568,28.39019519,3756.992373
34.53617461,254993.9447,4208456.384,3785.384521,28.37612694,3757.008394
34.56678913,254993.9173,4208456.397,3785.386963,28.36205871,3757.024904
34.59740366,254993.89,4208456.411,3785.388428,28.34799047,3757.040438
34.62801819,254993.8626,4208456.425,3785.390381,28.33392222,3757.056459
34.65863271,254993.8352,4208456.438,3785.391602,28.31985399,3757.071748
34.68924724,254993.8078,4208456.452,3785.393066,28.30578574,3757.08728
34.71986177,254993.7804,4208456.466,3785.393311,28.2917175,3757.101593
34.7504763,254993.7531,4208456.479,3785.393799,28.27764926,3757.11615
34.78109082,254993.7257,4208456.493,3785.393799,28.26358102,3757.130218
34.81170535,254993.6983,4208456.507,3785.393799,28.24951278,3757.144286
34.84231988,254993.6709,4208456.521,3785.394043,28.23544454,3757.158598
34.8729344,254993.6435,4208456.534,3785.394043,28.2213763,3757.172667
34.90354893,254993.6161,4208456.548,3785.394043,28.20730806,3757.186735
34.93416346,254993.5888,4208456.562,3785.394043,28.19323981,3757.200803
34.96477799,254993.5614,4208456.575,3785.393799,28.17917157,3757.214627
34.99539251,254993.534,4208456.589,3785.394043,28.16510333,3757.22894
35.02600704,254993.5066,4208456.603,3785.394043,28.15103509,3757.243008
35.05662157,254993.4792,4208456.616,3785.394287,28.13696685,3757.25732
35.08723609,254993.4518,4208456.63,3785.394287,28.12289861,3757.271388
35.11785062,254993.4245,4208456.644,3785.394531,28.10883037,3757.285701
35.14846515,254993.3971,4208456.657,3785.394531,28.09476213,3757.299769
35.17907968,254993.3697,4208456.671,3785.394775,28.08069389,3757.314081
35.2096942,254993.3423,4208456.685,3785.394775,28.06662565,3757.328149
35.24030873,254993.3149,4208456.699,3785.394775,28.05255741,3757.342218
35.27092326,254993.2875,4208456.712,3785.39502,28.03848916,3757.356531
35.30153778,254993.2602,4208456.726,3785.396484,28.02442093,3757.372063
35.33215231,254993.2328,4208456.74,3785.398438,28.01035268,3757.388085
35.36276684,254993.2054,4208456.753,3785.401855,27.99628444,3757.405571
35.39338137,254993.178,4208456.767,3785.404053,27.9822162,3757.421837
35.42399589,254993.1506,4208456.781,3785.407959,27.96814796,3757.439811
35.45461042,254993.1233,4208456.794,3785.411133,27.95407972,3757.457053
35.48522495,254993.0959,4208456.808,3785.415527,27.94001148,3757.475516
35.51583948,254993.0685,4208456.822,3785.418701,27.92594324,3757.492758
35.546454,254993.0411,4208456.835,3785.424561,27.911875,3757.512686
35.57706853,254993.0137,4208456.849,3785.427002,27.89780676,3757.529195
35.60768306,254992.9863,4208456.863,3785.433105,27.88373851,3757.549366
35.63829758,254992.959,4208456.877,3785.436279,27.86967028,3757.566609
35.66891211,254992.9316,4208456.89,3785.44165,27.85560203,3757.586048
35.69952664,254992.9042,4208456.904,3785.445313,27.84153379,3757.603779
35.73014117,254992.8768,4208456.918,3785.449951,27.82746555,3757.622485
35.76075569,254992.8494,4208456.931,3785.452148,27.81339731,3757.638751
35.79137022,254992.822,4208456.945,3785.453369,27.79932907,3757.65404
35.82198475,254992.7947,4208456.959,3785.453857,27.78526083,3757.668596
35.85259927,254992.7673,4208456.972,3785.454102,27.77119259,3757.682909
35.8832138,254992.7399,4208456.986,3785.454346,27.75712435,3757.697222
35.91382833,254992.7125,4208457,3785.454102,27.74305611,3757.711046
35.94444286,254992.6851,4208457.013,3785.453857,27.72898786,3757.724869
35.97505738,254992.6578,4208457.027,3785.453369,27.71491963,3757.738449
36.00567191,254992.6304,4208457.041,3785.453369,27.70085138,3757.752518
36.03628644,254992.603,4208457.055,3785.452393,27.68678314,3757.76561
36.06690096,254992.5756,4208457.068,3785.451416,27.6727149,3757.778701
36.09751549,254992.5482,4208457.082,3785.449463,27.65864666,3757.790816
36.12813002,254992.5208,4208457.096,3785.448242,27.64457842,3757.803664
36.15874455,254992.4935,4208457.109,3785.443848,27.63051018,3757.813338
36.18935907,254992.4661,4208457.123,3785.440186,27.61644194,3757.823744
36.2199736,254992.4387,4208457.137,3785.43457,27.6023737,3757.832196
36.25058813,254992.4113,4208457.15,3785.430908,27.58830545,3757.842603
36.28120265,254992.3839,4208457.164,3785.425049,27.57423722,3757.850812
36.31181718,254992.3565,4208457.178,3785.420654,27.56016897,3757.860485
36.34397486,254992.3291,4208457.161,3785.416748,27.54539161,3757.871356
36.37613253,254992.3017,4208457.144,3785.413574,27.53061425,3757.88296
36.40829021,254992.2742,4208457.127,3785.410645,27.51583689,3757.894808
36.44044788,254992.2468,4208457.111,3785.408203,27.50105953,3757.907143
36.47260556,254992.2193,4208457.094,3785.40625,27.48628217,3757.919968
36.50476323,254992.1919,4208457.077,3785.404541,27.47150481,3757.933036
36.53692091,254992.1645,4208457.06,3785.403564,27.45672745,3757.946837
36.56907858,254992.137,4208457.044,3785.403564,27.44195009,3757.961614
36.60123626,254992.1096,4208457.027,3785.402588,27.42717272,3757.975415
36.63339393,254992.0821,4208457.01,3785.402588,27.41239537,3757.990193
36.66555161,254992.0547,4208456.993,3785.403076,27.397618,3758.005458
36.69770928,254992.0273,4208456.977,3785.402588,27.38284064,3758.019747
36.72986696,254991.9998,4208456.96,3785.403809,27.36806328,3758.035746
36.76202463,254991.9724,4208456.943,3785.403564,27.35328592,3758.050278
36.79418231,254991.945,4208456.926,3785.405518,27.33850856,3758.067009
36.82633998,254991.9175,4208456.909,3785.407715,27.3237312,3758.083984
36.85849766,254991.8901,4208456.893,3785.408447,27.30895384,3758.099493
36.89065533,254991.8626,4208456.876,3785.411621,27.29417648,3758.117445
36.92281301,254991.8352,4208456.859,3785.412598,27.27939911,3758.133199
36.95497068,254991.8078,4208456.842,3785.417725,27.26462176,3758.153103
36.98712836,254991.7803,4208456.826,3785.424805,27.24984439,3758.174961
37.01928603,254991.7529,4208456.809,3785.428467,27.23506703,3758.1934
37.05144371,254991.7254,4208456.792,3785.437744,27.22028967,3758.217454
37.08360138,254991.698,4208456.775,3785.443115,27.20551231,3758.237603
37.11575906,254991.6706,4208456.759,3785.455078,27.19073495,3758.264343
37.14791673,254991.6431,4208456.742,3785.470215,27.17595759,3758.294257
37.18007441,254991.6157,4208456.725,3785.478027,27.16118023,3758.316847
37.21223208,254991.5882,4208456.708,3785.497314,27.14640287,3758.350911
37.24438976,254991.5608,4208456.691,3785.51709,27.1316255,3758.385464
37.27654743,254991.5334,4208456.675,3785.527588,27.11684815,3758.41074
37.30870511,254991.5059,4208456.658,3785.550293,27.10207078,3758.448222
37.34086278,254991.4785,4208456.641,3785.561523,27.08729342,3758.47423
37.37302046,254991.451,4208456.624,3785.58374,27.07251606,3758.511224
37.40517813,254991.4236,4208456.608,3785.606689,27.0577387,3758.54895
37.43733581,254991.3962,4208456.591,3785.616455,27.04296134,3758.573494
37.46949348,254991.3687,4208456.574,3785.636475,27.02818398,3758.608291
37.50165116,254991.3413,4208456.557,3785.644775,27.01340662,3758.631368
37.53380883,254991.3138,4208456.541,3785.661133,26.99862926,3758.662504
37.56596651,254991.2864,4208456.524,3785.677979,26.98385189,3758.694127
37.59812418,254991.259,4208456.507,3785.685059,26.96907454,3758.715984
37.63028186,254991.2315,4208456.49,3785.698975,26.95429717,3758.744678
37.66243953,254991.2041,4208456.473,3785.714111,26.93951981,3758.774591
37.69459721,254991.1766,4208456.457,3785.720459,26.92474245,3758.795717
37.72675488,254991.1492,4208456.44,3785.734131,26.90996509,3758.824166
37.75891256,254991.1218,4208456.423,3785.740234,26.89605224,3758.844182
37.79107023,254991.0943,4208456.406,3785.75293,26.88302198,3758.869908
37.82322791,254991.0669,4208456.39,3785.765625,26.86999171,3758.895633
37.85538558,254991.0394,4208456.373,3785.772217,26.85696144,3758.915256
37.88754326,254991.012,4208456.356,3785.787354,26.84393118,3758.943423
37.91970093,254990.9846,4208456.339,3785.793945,26.83090091,3758.963044
37.95185861,254990.9571,4208456.323,3785.808838,26.81787064,3758.990967
37.98401628,254990.9297,4208456.306,3785.825928,26.80484038,3759.021088
38.01617396,254990.9022,4208456.289,3785.83374,26.79181011,3759.04193
38.04833163,254990.8748,4208456.272,3785.850586,26.77877984,3759.071806
38.08048931,254990.8474,4208456.255,3785.858154,26.76574958,3759.092404
38.11264698,254990.8199,4208456.239,3785.873535,26.75271931,3759.120816
38.14480466,254990.7925,4208456.222,3785.886475,26.73968904,3759.146786
38.17696233,254990.765,4208456.205,3785.891602,26.72665878,3759.164943
38.20912001,254990.7376,4208456.188,3785.90332,26.71362851,3759.189691
38.24127768,254990.7102,4208456.172,3785.914063,26.70059824,3759.213465
38.27343536,254990.6827,4208456.155,3785.919434,26.68756797,3759.231866
38.30559304,254990.6553,4208456.138,3785.930176,26.67453771,3759.255638
38.33775071,254990.6279,4208456.121,3785.936035,26.66150744,3759.274528
38.36990839,254990.6004,4208456.105,3785.948242,26.64847717,3759.299765
38.40206606,254990.573,4208456.088,3785.961426,26.63544691,3759.325979
38.43422374,254990.5455,4208456.071,3785.970459,26.62241664,3759.348042
38.46638141,254990.5181,4208456.054,3785.984863,26.60938637,3759.375477
38.49853909,254990.4907,4208456.037,3785.992432,26.59635611,3759.396076
38.53069676,254990.4632,4208456.021,3786.007324,26.58332584,3759.423998
38.56285444,254990.4358,4208456.004,3786.020752,26.57029557,3759.450456
38.59501211,254990.4083,4208455.987,3786.028076,26.55726531,3759.470811
38.62716979,254990.3809,4208455.97,3786.039307,26.54423504,3759.495072
38.65932746,254990.3535,4208455.954,3786.05127,26.53120477,3759.520065
38.69148514,254990.326,4208455.937,3786.05835,26.51817451,3759.540175
38.72364281,254990.2986,4208455.92,3786.068604,26.50514424,3759.56346
38.75580049,254990.2711,4208455.903,3786.075195,26.49211397,3759.583081
38.78795816,254990.2437,4208455.887,3786.08374,26.47908371,3759.604656
38.82011584,254990.2163,4208455.87,3786.091064,26.46605344,3759.625011
38.85227351,254990.1888,4208455.853,3786.095947,26.45302317,3759.642924
38.88443119,254990.1614,4208455.836,3786.103271,26.43999291,3759.663278
38.91658886,254990.1339,4208455.819,3786.109619,26.42696264,3759.682656
38.94874654,254990.1065,4208455.803,3786.115967,26.41393237,3759.702035
38.98090421,254990.0791,4208455.786,3786.124023,26.40090211,3759.723121
39.01306189,254990.0516,4208455.769,3786.130615,26.38787184,3759.742743
39.04521956,254990.0242,4208455.752,3786.13916,26.37484157,3759.764318
39.07737724,254989.9967,4208455.736,3786.146973,26.36181131,3759.785162
39.10953491,254989.9693,4208455.719,3786.157959,26.34878104,3759.809178
39.14169259,254989.9419,4208455.702,3786.167236,26.33575077,3759.831485
39.17385026,254989.9144,4208455.685,3786.175537,26.32272051,3759.852816
39.20600794,254989.887,4208455.669,3786.183838,26.30969024,3759.874148
39.23816561,254989.8595,4208455.652,3786.192139,26.29665997,3759.895479
39.27032329,254989.8321,4208455.635,3786.198975,26.28362971,3759.915345
39.30248096,254989.8047,4208455.618,3786.205811,26.27059944,3759.935212
39.33463864,254989.7772,4208455.601,3786.211914,26.25756917,3759.954345
39.36679631,254989.7498,4208455.585,3786.216797,26.24453891,3759.972258
39.39895399,254989.7223,4208455.568,3786.221924,26.23150864,3759.990415
39.43111166,254989.6949,4208455.551,3786.226318,26.21847837,3760.00784
39.46326934,254989.6675,4208455.534,3786.232178,26.2054481,3760.02673
39.49542701,254989.64,4208455.518,3786.237793,26.19241784,3760.045375
39.52758469,254989.6126,4208455.501,3786.244141,26.17938757,3760.064753
39.55974236,254989.5851,4208455.484,3786.252686,26.16635731,3760.086329
39.59190004,254989.5577,4208455.467,3786.259766,26.15332704,3760.106439
39.62405771,254989.5303,4208455.451,3786.268799,26.14029677,3760.128502
39.65621539,254989.5028,4208455.434,3786.276855,26.1272665,3760.149588
39.68837306,254989.4754,4208455.417,3786.283936,26.11423624,3760.1697
39.72053074,254989.448,4208455.4,3786.291992,26.10120597,3760.190786
39.75268841,254989.4205,4208455.384,3786.298828,26.08817571,3760.210652
39.78484609,254989.3931,4208455.367,3786.305908,26.07514544,3760.230763
39.81700376,254989.3656,4208455.35,3786.312012,26.06211517,3760.249897
39.84916144,254989.3382,4208455.333,3786.317627,26.0490849,3760.268542
39.88131911,254989.3108,4208455.316,3786.323975,26.03605464,3760.28792
39.91347679,254989.2833,4208455.3,3786.329346,26.02302437,3760.306322
39.94563446,254989.2559,4208455.283,3786.334961,26.00999411,3760.324967
39.97779214,254989.2284,4208455.266,3786.340088,25.99696384,3760.343124
40.00994981,254989.201,4208455.249,3786.345215,25.98393357,3760.361281
40.04210749,254989.1736,4208455.233,3786.351074,25.9709033,3760.380171
40.07426516,254989.1461,4208455.216,3786.356445,25.95787304,3760.398572
40.10642284,254989.1187,4208455.199,3786.362305,25.94484277,3760.417462
40.13858051,254989.0912,4208455.182,3786.367188,25.93181251,3760.435375
40.17073819,254989.0638,4208455.166,3786.372559,25.91878224,3760.453777
40.20289586,254989.0364,4208455.149,3786.37793,25.90575197,3760.472178
40.23505354,254989.0089,4208455.132,3786.383057,25.8927217,3760.490335
40.26721121,254988.9815,4208455.115,3786.387695,25.87969144,3760.508004
40.29936889,254988.954,4208455.098,3786.393311,25.86666117,3760.52665
40.33152656,254988.9266,4208455.082,3786.397949,25.85363091,3760.544318
40.36368424,254988.8992,4208455.065,3786.404053,25.84060064,3760.563452
40.39584191,254988.8717,4208455.048,3786.408936,25.82757037,3760.581366
40.42799959,254988.8443,4208455.031,3786.413086,25.8145401,3760.598546
40.46015726,254988.8168,4208455.015,3786.416992,25.80150984,3760.615482
40.49231494,254988.7894,4208454.998,3786.420166,25.78847957,3760.631686
40.52447261,254988.762,4208454.981,3786.423096,25.77544931,3760.647647
40.55663029,254988.7345,4208454.964,3786.425049,25.76241904,3760.66263
40.58878796,254988.7071,4208454.948,3786.426025,25.74938877,3760.676636
40.62094564,254988.6796,4208454.931,3786.42749,25.7363585,3760.691131
40.65310331,254988.6522,4208454.914,3786.427979,25.72332824,3760.704651
40.68526099,254988.6248,4208454.897,3786.429199,25.71029797,3760.718901
40.71741866,254988.5973,4208454.88,3786.43042,25.69726771,3760.733152
40.74957634,254988.5699,4208454.864,3786.431152,25.68423744,3760.746915
40.78173401,254988.5424,4208454.847,3786.432617,25.67120717,3760.76141
40.81389169,254988.515,4208454.83,3786.434082,25.6581769,3760.775905
40.84604936,254988.4876,4208454.813,3786.43457,25.64514664,3760.789423
40.87820704,254988.4601,4208454.797,3786.435791,25.63211637,3760.803675
40.91036471,254988.4327,4208454.78,3786.436279,25.61908611,3760.817193
40.94252239,254988.4052,4208454.763,3786.4375,25.60605584,3760.831444
40.97468006,254988.3778,4208454.746,3786.438721,25.59302557,3760.845695
41.00683774,254988.3504,4208454.73,3786.439209,25.5799953,3760.859214
41.03899541,254988.3229,4208454.713,3786.441162,25.56696504,3760.874197
41.07115309,254988.2955,4208454.696,3786.44165,25.55393477,3760.887715
41.10331076,254988.268,4208454.679,3786.444092,25.54090451,3760.903187
41.13546844,254988.2406,4208454.662,3786.447266,25.52787424,3760.919392
41.16762611,254988.2132,4208454.646,3786.448242,25.51484397,3760.933398
41.19978379,254988.1857,4208454.629,3786.452637,25.5018137,3760.950823
41.23194146,254988.1583,4208454.612,3786.456787,25.48878344,3760.968004
41.26409914,254988.1309,4208454.595,3786.456787,25.47575317,3760.981034
41.29625681,254988.1034,4208454.579,3786.461182,25.4627229,3760.998459
41.32841449,254988.076,4208454.562,3786.46167,25.44969264,3761.011977
41.36057216,254988.0485,4208454.545,3786.466309,25.43666237,3761.029647
41.39272984,254988.0211,4208454.528,3786.470459,25.4236321,3761.046827
41.42488751,254987.9937,4208454.512,3786.471436,25.41060184,3761.060834
41.45704519,254987.9662,4208454.495,3786.475586,25.39757157,3761.078014
41.48920286,254987.9388,4208454.478,3786.476563,25.3845413,3761.092022
41.52136054,254987.9113,4208454.461,3786.480957,25.37151104,3761.109446
41.55351821,254987.8839,4208454.444,3786.485596,25.35848077,3761.127115
41.58567589,254987.8565,4208454.428,3786.487061,25.3454505,3761.14161
41.61783357,254987.829,4208454.411,3786.491455,25.33242023,3761.159035
41.64999124,254987.8016,4208454.394,3786.493164,25.31938997,3761.173774
41.68214892,254987.7741,4208454.377,3786.49707,25.3063597,3761.19071
41.71430659,254987.7467,4208454.361,3786.500977,25.29332944,3761.207648
41.74646427,254987.7193,4208454.344,3786.501953,25.28029917,3761.221654
41.77862194,254987.6918,4208454.327,3786.505371,25.2672689,3761.238102
